id,Titel,Body,Kategorie,Datum,Quelle
140,Temperamental Trump blows his top over impeachment inquiry,"President Donald Trump is mad as hell. Easily rankled when Democrats accuse him of wrongdoing, Trump boiled over on Wednesday at the impeachment inquiry they are pursuing over his July 25 phone call to Ukraine President Volodymyr Zelenskiy. Democrats want to prove he sought personal political gain by appealing to Zelenskiy to investigate Democratic presidential contender Joe Biden. Trump sees the impeachment probe as a harassing follow-up to the Russia investigation that failed to knock him out of office and is frustrated that much of the U.S. news media do not cover what he views as Democratic hypocrisy. From hard-boiled tweets to lashing remarks to reporters in the Oval Office and later in the East Room, Trump’s anger built throughout the day. “The Do Nothing Democrats should be focused on building up our Country, not wasting everyone’s time and energy on BULLSHIT, which is what they have been doing ever since I got overwhelmingly elected in 2016,” he said in a tweet. He was just clearing his throat. In the Oval Office, Trump called U.S. Representative Adam Schiff, the Democrat whose House Intelligence Committee is leading the probe, “shifty Schiff.” Trump said Schiff would not be able to carry the jockstrap of U.S. Secretary of State Mike Pompeo, calling it a “blank strap” out of deference to his sense of Oval Office decorum. U.S. President Donald Trump addresses a joint news conference with Finland's President Sauli Niinisto in the East Room of the White House in Washington, U.S., October 2, 2019. REUTERS/Leah Millis“All they want to do is try and win the election in 2020, so they come up with this impeachment nonsense!” Trump said of the Democrats. Democrats have accused Trump of pressuring a vulnerable U.S. ally to meddle in the 2020 election for his own political benefit. “It’s hard to imagine a more corrupt course of conduct,” Schiff said on Wednesday. An innocent bystander to the White House events was visiting Finnish President Sauli Niinisto, who hosted Trump and Russian President Vladimir Putin for a summit in Helsinki in July 2018. A Finnish reporter looking to change the subject told Trump that “Finland is the happiest country in the world,” to which the president replied: “Finland is a happy country.” “Yeah, for sure,” Niinisto agreed amiably. After the two leaders had a lunch of Dover sole in the Cabinet Room, the stage was set for a joint news conference in the East Room.  It started out evenly. Trump expressed condolences for a stabbing attack in Finland, and Niinisto talked about European security and melting Arctic sea ice. But when the questions turned to impeachment, Trump’s stormy mood gathered force. His voice rising with anger, Trump lashed reut.rs/2oAAIP0 out at Reuters reporter Jeff Mason, who asked what he had wanted Zelenskiy to do when Trump brought up the business ties to Ukraine of Biden's son Hunter. U.S. President Donald Trump responds to a question about Ukraine and the whistleblower report during a joint news conference with Finland's President Sauli Niinisto at the White House in Washington, U.S., October 2, 2019. REUTERS/Kevin Lamarque“It’s a whole hoax, and you know who’s playing into the hoax? People like you and the fake news media that we have in this country,” he retorted. He told the reporter not to be “rude” and repeatedly evaded the question. The news conference was supposed to include two questions from the American side and two from the Finnish side. But after the third questioner, Trump had enough, ending the event and walking off stage. ",Politik,2019-10-02 00:00:00,Reuters
141,Biden to Trump: 'You're not going to destroy me',"Hours after U.S. President Donald Trump described him as “stone-cold crooked,” Joe Biden, a leading Democratic contender in the 2020 race for the White House, vowed on Wednesday the Republican president is “not going to destroy me.” “Let me make something clear to Trump and his hatchet men and the special interests funding his attacks against me,” Biden said in prepared remarks distributed by his campaign in advance of an appearance in Reno, Nevada, on Wednesday night. “I’m not going anywhere. You’re not going to destroy me. And you’re not going to destroy my family. I don’t care how much money you spend or how dirty the attacks get,” said Biden, who leads in most opinion polls among the 19 Democrats seeking their party’s nomination to face Trump in next year’s election. The back-and-forth came as Trump, first in a series of tweets and then at a news conference, angrily denounced an impeachment inquiry concerning a July call in which Trump asked Ukraine’s president to investigate Biden and his son Hunter, who served on the board of a Ukrainian company while his father was vice president. Democrats have accused Trump of pressuring a vulnerable U.S. ally to meddle in the 2020 election for his own political benefit. On Wednesday, Trump insisted that he had acted appropriately, and called Biden and his son “stone-cold crooked.” The president has repeatedly accused the pair of wrongdoing without providing any evidence. Biden, in return, accused Trump of abuse of power in a statement sent to reporters before his speech on Wednesday. FILE PHOTO: U.S. Democratic presidential candidate and former U.S. Vice President Joe Biden speaks during a forum held by gun safety organizations the Giffords group and March For Our Lives in Las Vegas, Nevada, U.S. October 2, 2019.  REUTERS/Steve Marcus/File PhotoHis campaign said Biden intended at the Reno event to portray Trump as a frightened bully.  “He did it because, like every bully in history — he’s afraid,” Biden planned to say of Trump’s accusations against him and his son. “He’s afraid of just how badly I would beat him next November.”  ",Politik,2019-10-03 00:00:00,Reuters
142,Timeline: LSE - A story of failed mega-mergers,"Hong Kong Exchanges and Clearing (0388.HK) (HKEX) has scrapped its unsolicited $39 billion approach for London Stock Exchange Group (LSE.L) after failing to convince LSE management to back a move that would have transformed both financial services giants. FILE PHOTO: The London Stock Exchange Group offices are seen in the City of London, Britain, December 29, 2017. REUTERS/Toby Melville/File PhotoHKEX’s offer was the latest attempt at an exchange mega-merger after multiple failures between the LSE and Deutsche Boerse (DB1Gn.DE) over the last 17 years. The LSE’s share price, up more than 2,000% since it listed in 2001, reflects its frequent position as a bid target. OCTOBER 2019 Hong Kong Exchange drops its plans to buy LSE, leaving the British exchange operator free to press ahead with the planned acquisition of data and analytics group Refinitiv, in which Thomson Reuters (TRI.TO) has a minority stake. SEPTEMBER 2019 HKEX makes an unsolicited $39 billion takeover bid for LSE on Sept. 11, an offer contingent on the London bourse ditching its planned acquisition of Refinitiv. LSE rejects the proposal two days later.  MARCH 2017 An attempted merger between Deutsche Boerse and the London exchange is struck down by European regulators.     MARCH 2016 U.S. company ICE (ICE.N) says here it might launch a rival bid to Deutsche Boerse's offer for LSE but shelves here that plan in May.     FEBRUARY 2016 Nearly 16 years after their first attempt to merge, LSE and Deutsche Boerse confirm here they are holding detailed discussions on an all-share merger.    MAY 2014 LSE announces here talks to buy Russell Investments in a deal to expand its stock index business in the United States.     MARCH 2013 LSE acquires here a majority stake in LCH Clearnet - a holding it has built on since.  FEBRUARY 2011 LSE agrees a merger with TMX Group (X.TO), which operates the Toronto Stock Exchange. LSE's plans collapse here in June 2011 in the face of a competing bid.     DECEMBER 2009 LSE buys here a majority stake in platform rival Turquoise, granting it immediate access to pan-European share trading. JUNE 2007 LSE agrees here to buy its Italian counterpart for 1.6 billion euros ($1.77 billion), aiming to become ""the world's capital market"".  MARCH 2006  LSE rejects a $4.2 billion offer from Nasdaq (NDAQ.O). Bid turns hostile and Nasdaq’s approach falls through in February 2007.    DECEMBER 2005 Macquarie makes a formal cash offer for LSE valuing it at 1.5 billion pounds. DECEMBER 2004 Deutsche Boerse offers 520 pence a share for LSE, valuing it at 1.3 billion pounds ($1.62 billion). The proposed offer is withdrawn in March 2005.  SEPTEMBER 2000 LSE abandons a planned merger with its German counterpart which was announced in May. AUGUST 2000 The Stockholm Stock Exchange launches a hostile bid for the LSE. ",Top-Nachrichten,2019-10-08 00:00:00,Reuters
143,Trump economic adviser says delisting Chinese firms 'not on the table',"U.S. President Donald Trump’s chief economic adviser on Monday said the administration had begun studying U.S. investor protections in China, but that delisting Chinese companies traded on U.S. exchanges “is not on the table.” “The delisting is not on the table. I don’t know where that came from,” Larry Kudlow told reporters.     “What we’re looking at, actually, is investor protection, U.S. investor protections ... transparency and compliance with a number of laws,” he said, citing complaints from exchanges. He added that the administration had convened a “study group” to examine those issues, but said it was “very early” in its deliberations. Kudlow’s remarks come days before top U.S. officials will welcome a senior Chinese delegation for another round of trade talks. The White House confirmed on Monday the talks would begin Thursday. Shares in several U.S.-listed Chinese companies rose following Kudlow’s comments, with Hangzhou, Zhejiang-based Alibaba (BABA.N) up 1.55% and JD.com (JD.O) and Baidu Inc (BIDU.O) up 0.41% and 0.63%, respectively.  His remarks came several days after reports the administration was considering delisting Chinese companies. Sources said such a move, ratcheting up trade tensions between the world’s two leading economies, would be part of a broader effort to limit U.S. investment in Chinese firms. ",Top-Nachrichten,2019-10-07 00:00:00,Reuters
144,China Vice Premier Liu will travel to U.S. for trade talks on October 10-11,"Chinese Vice Premier Liu He and top trade negotiator will be traveling to Washington for the next round of trade talks with the United States on Oct.10-11, China’s commerce ministry said on Tuesday. Liu will meet U.S. Trade Representative Robert Lighthizer and U.S. Treasury Secretary Steven Mnuchin, the ministry said in a brief statement.  Chinese Commerce Minister Zhong Shan, China’s central bank Governor Yi Gang, and the National Development and Reform Commission’s deputy head Ning Jizhe will also attend the trade talks, according to the statement. ",Top-Nachrichten,2019-10-08 00:00:00,Reuters
145,Nobel Medicine Prize won by doctors for work on cells' response to oxygen,"Two Americans and a Briton won the 2019 Nobel Medicine Prize on Monday for discovering a molecular switch that regulates how cells adapt to fluctuating oxygen levels, opening up new approaches to treating heart failure, anaemia and cancer. William Kaelin at the U.S. Dana-Farber Cancer Institute and Harvard Medical School said he was overwhelmed to get a pre-dawn call to say he and two other doctors, Gregg Semenza of Johns Hopkins University and Peter Ratcliffe of Oxford University, had won the 9-million Swedish-crown ($913,000) prize. “I don’t usually get phone calls at 5 a.m., but I knew this was ‘Nobel Monday’, so it was either going to be a poorly timed mobile call or extremely good news,” he told Reuters by telephone. “My heart started racing. It was almost surreal.” Ratcliffe, who is also clinical research director at the Francis Crick Institute in London, said in a statement he was “honoured and delighted at the news”.  The scientists’ work established the basis for understanding of how oxygen levels are sensed by cells - a discovery that is being explored by medical researchers seeking to develop treatments for various diseases that work by either activating or blocking the body’s oxygen-sensing machinery.  Their work centres on the hypoxic response - the way the body reacts to oxygen flux - and “revealed the elegant mechanisms by which our cells sense oxygen levels and respond” said Andrew Murray, an expert at Britain’s University of Cambridge who congratulated the three. Thomas Perlmann, Secretary-General of the Nobel Committee, presents the Nobel laureates, William G. Kaelin Jr, Sir Peter J. Ratcliffe and Gregg L. Semenza, of this year's Nobel Prize in Medicine during a news conference in Stockholm, Sweden, October 7, 2019.   Pontus Lundahl/TT News Agency/via REUTERS “VITAL INGREDIENT” “Oxygen is the vital ingredient for the survival of every cell in our bodies. Too little – or too much – can spell disaster. Understanding how evolution has equipped cells to detect and respond to fluctuating oxygen levels helps answer fundamental questions,” said Venki Ramakrishnan, president of Britain’s Royal Society scientific academy. “As (this) work.. shows us, it also gives insights into the way these processes continue to shape our health and wellbeing.” Randall Johnson, a professor at Sweden’s Karolinska Institute where the prize is awarded, said it was “a prize that really tells us the fundamental truth about how cells work”. During exercise, for example, the body uses oxygen at a rapid pace, “and this is a switch that helps the cell figure out how much oxygen it’s getting and how it should behave.” “If you have a stroke there’s suddenly no oxygen going to the brain...  Those cells, if they are going to survive, need to find a way to adapt to that level of oxygen,” he said. Medicine is the first of the Nobel Prizes given each year. The prizes for achievements in science, peace and literature have been awarded since 1901 and were created in the will of dynamite inventor and businessman Alfred Nobel. Slideshow (7 Images)Nobel medicine laureates have included scientific greats such as Alexander Fleming, the discoverer of penicillin, and Karl Landsteiner, who identified separate blood types and so enabled safe transfusions to be widely introduced.  Thomas Perlmann, a member of the Nobel Assembly, said he had reached Kaelin by phone early on Monday to tell him on the award. “He was really happy, almost speechless,” Perlmann said. Last year American James Allison and Japanese Tasuku Honjo won the prize for discoveries about how to harness the immune system in cancer therapies. ",Top-Nachrichten,2019-10-07 00:00:00,Reuters
146,U.S. energy secretary denies report about plan to resign,"U.S. Energy Secretary Rick Perry said on Monday he had no plans to resign now or next month, denying a report that he was expected to announce his resignation in November. Asked about the report in Politico, the U.S. energy secretary told a news conference in Lithuania: “No. I’m here, I’m serving.” “They’ve been writing the story for at least nine months now. One of these days they will probably get it right, but it’s not today, it’s not tomorrow, it’s not next month,” Perry said. Reporting By Andrius Sytas; ",Politik,2019-10-07 00:00:00,Reuters
147,London police arrest 276 climate change protesters,"London’s Metropolitan Police said on Monday it had so far arrested 276 people taking part in demonstrations organized by the climate change protest group Extinction Rebellion. Thousands of climate-change protesters took to the streets in cities around the world on Monday, launching two weeks of peaceful civil disobedience to demand immediate action to cut carbon emissions and avert an ecological disaster. “As of 1815hrs today (1715 GMT), 276 people have been arrested as part of the Extinction Rebellion protests in London,” the Metropolitan Police said on Twitter. (This story corrects first paragraph to say 276 people arrested, not 267.) ",Weltnachrichten,2019-10-07 00:00:00,Reuters
148,Main Canadian opposition leader slams PM Trudeau as a fraud in key election debate,"Canada’s main opposition leader repeatedly attacked Prime Minister Justin Trudeau on Monday during a pivotal televised debate, calling him a phony and a fraud who did not deserve to be re-elected on Oct. 21. Opinion polls show Andrew Scheer’s Conservatives with a real chance of defeating the ruling Liberals, whose campaign stumbled last month after images from years ago emerged showing Trudeau in blackface. Trudeau has repeatedly apologized for the images. The two-hour debate - the only one to be held in English, the language spoken by two-thirds of Canada’s 38 million population - has traditionally been regarded as an important way of winning the minds of voters. In one of the few truly memorable moments, Scheer noted the Liberal leader had not at first disclosed how many times he had put on dark makeup. Verwandte ThemenFactbox: Canada's political party positions ahead of October 21 election“He can’t even remember how many times he put blackface on, because the fact of the matter is he’s always wearing a mask,” said Scheer. “Mr. Trudeau, you are a phony and you are a fraud and you do not deserve to govern this country.” The debate format - which grouped six party leaders on one stage - meant Trudeau could not respond directly to the remarks. During the evening, participants often talked over one another and were sometimes hard to understand. Trudeau came under frequent attack from his rivals and stumbled on occasion over his words. The Liberal leader, turning to face Scheer, accused him of trying to give tax breaks to Canada’s richest people. Conservative leader Andrew Scheer and Liberal leader Justin Trudeau gesture to each other as they both respond during the Federal leaders debate in Gatineau, Quebec, Canada October 7, 2019. Justin Tang/Pool via REUTERS“You did not answer the question on why you are lowering taxes by C$50,000 for multimillionaires,” Trudeau told his rival, whom he accuses of harboring an extreme right-wing agenda.  Scheer also blasted Trudeau for a watchdog’s ruling that the prime minister and his team inappropriately tried to help a construction company in the predominantly French-speaking province of Quebec avoid a corruption trial. “When did you decide that the rules don’t apply to you?” he asked Trudeau. “The role of a prime minister is to stand up for Canadians’ jobs, to stand up for the public interest, and that is what I’ve done and that is what I will continue to do,” replied Trudeau. Scheer is facing questions about why he did not disclose he has dual Canadian-U.S. citizenship. One person outside the debate venue held a sign that read: “Make Andrew Canadian Again” - a play on the “Make America Great Again” slogan championed by U.S. President Donald Trump. Slideshow (28 Images)A Nanos Research poll for CTV and the Globe and Mail on Monday put the Liberals at 34.3% and the Conservatives at 33.4%, in contrast to surveys that showed Trudeau falling behind after the blackface scandal broke on Sept. 18. Trudeau has gained momentum since Scheer stumbled through a French-language debate on Wednesday. During that event, Trudeau went on the offensive against Scheer. Quebec accounts for 78 of the 338 seats in the House of Commons. The leaders will also face off in a second French-language debate on Thursday. ",Weltnachrichten,2019-10-07 00:00:00,Reuters
149,Trump threatens Turkey with 'extremely decimated economy' over Syria,"President Donald Trump on Monday launched a harsh attack on NATO ally Turkey, threatening to destroy its economy if Ankara takes a planned military strike in Syria too far, even though the U.S. leader himself has opened the door for a Turkish incursion. Trump said he would “totally destroy and obliterate” Turkey’s economy if it took action in Syria that he considered “off limits” following his decision on Sunday to pull 50 American special forces troops from northeastern Syria.  The U.S. withdrawal will leave Kurdish-led forces in Syria that have long allied with Washington vulnerable to a planned incursion by the Turkish military, which brands them terrorists.  Trump’s stern words seemed to be aimed at placating critics who accused him of abandoning the Syrian Kurds by pulling out U.S. forces. The decision drew criticism from Democrats and a rare rebuke from some of Trump’s fellow Republicans in Congress, including Senate Majority Leader Mitch McConnell.      “As I have stated strongly before, and just to reiterate, if Turkey does anything that I, in my great and unmatched wisdom, consider to be off limits, I will totally destroy and obliterate the Economy of Turkey (I’ve done before!)” Trump tweeted.  Turkey does not appear “as of now” to have begun its expected incursion into northern Syria, a senior Trump administration official said on Monday. The Turkish Defence Ministry said on Twitter late on Monday that preparations for a possible military operation into northeastern Syria had been completed. The Trump administration official, briefing reporters on a conference call, said 50 U.S. troops in the region that Turkey has targeted would be redeployed elsewhere in Syria “where they aren’t in the crossfire.” The United States has about 1,000 troops in Syria. Verwandte ThemenU.S. Republicans join Democrats to blast Trump's Syria withdrawalExplainer: Turkey set to redraw map of Syrian war once moreSee more stories Speaking later at the White House, Trump said he had told President Tayyip Erdogan in a phone call that Turkey could suffer the “wrath of an extremely decimated economy” if it acted in Syria in a way that was not humane. Offering his rationale for the troop redeployment, Trump said his ultimate goal was to fulfill a campaign promise to bring troops home. “We’re like a police force over there. We’re not fighting. We’re policing,” he said. ‘ENDLESS WARS’ In Ankara, Erdogan told reporters he planned to visit Washington to meet with Trump in the first half of November. He said the two leaders would discuss plans for a “safe zone” in Syria, and added that he hoped to resolve a dispute over F-35 fighter jets during his visit. Turkey’s lira slid more than 2% to its lowest level in more than a month against the dollar on Monday over concerns about the planned incursion into northern Syria and Trump’s warning.  Investors have been closely watching tense ties between Ankara and Washington in recent months, with the countries at odds over a range of issues, including Syria and Turkey’s purchase of a Russian missile defence system.     Turkey has repeatedly threatened to attack U.S.-backed Kurdish fighters in northeastern Syria who have links to Kurdish guerrillas operating in Turkey. The United States began pulling troops back from the northeast Syrian border on Monday, effectively giving Turkey a green light to move into the area. Earlier on Monday, Trump said the United States should leave others from European allies to Iranian foes, “to figure the situation out” in the region. U.S. and Turkish military forces conduct a joint ground patrol inside the security mechanism area in northeast, Syria, October 4, 2019. Picture taken October 4, 2019.  U.S. Army/Staff Sgt. Andrew Goedl/Handout via REUTERS. He wrote on Twitter that “it is time for us to get out of these ridiculous Endless Wars, many of them tribal, and bring our soldiers home. WE WILL FIGHT WHERE IT IS TO OUR BENEFIT, AND ONLY FIGHT TO WIN. Turkey, Europe, Syria, Iran, Iraq, Russia and the Kurds will now have to figure the situation out.” ‘STAB IN THE BACK’ It is a major policy shift that was denounced as a “stab in the back” by Kurdish-led forces who have been Washington’s most capable partners in fighting Islamic State in Syria, also known by its acronym ISIS.         U.S. House of Representatives Speaker Nancy Pelosi, a Democrat, called on Trump to “reverse this dangerous decision,” saying it betrayed Kurdish allies, threatened regional security and sent a message to Iran and Russia, as well as U.S. allies, that the United States is no longer a trusted partner. McConnell, the Republican Senate leader, said in a statement: “A precipitous withdrawal of U.S. forces from Syria would only benefit Russia, Iran, and the Assad regime. And it would increase the risk that ISIS and other terrorist groups regroup.” Senator Lindsey Graham, a Republican who is close to Trump, called the move “a disaster in the making.” France warned that the U.S. decision to withdraw from northeastern Syria could open the door to a revival of Islamic State, which has suffered significant battlefield losses to a U.S.-led coalition in the area. The United States expects Turkey to take responsibility for captive Islamic State fighters in northeastern Syria if Ankara’s planned incursion seizes areas where the detained militants are held, a senior State Department official said. The captives are held in SDF facilities south of a safe zone initially proposed by Turkey. The official said the United States made it clear to Turkey it did not support any incursion. Slideshow (6 Images)A U.S. official said Turkey had been removed from a military mechanism used to coordinate air operations over northern Syria and that Turkey would no longer have access to U.S. intelligence and surveillance feeds in the region.  For graphic on where Kurds live, click here ",Weltnachrichten,2019-10-06 00:00:00,Reuters
150,Explainer: Turkey set to redraw map of Syrian war once more,"A looming Turkish incursion into northern Syria is set to reshape the map of the Syrian conflict once again, dealing a blow to Kurdish-led forces that have battled Islamic State while widening Turkey’s territorial control at the border. This would be Turkey’s third such incursion since 2016. Motivated largely by the aim of containing Syrian Kurdish power, Turkey already has troops on the ground across an arc of northwestern Syria, the last stronghold of anti-Damascus rebels. WHAT DOES TURKEY WANT? Turkey has two main goals in northeast Syria: to drive the Kurdish YPG militia which it deems a security threat away from its border, and to create a space inside Syria where 2 million Syria refugees currently hosted in Turkey can be settled. It had been pushing the United States to jointly establish a “safe zone” extending 20 miles (32 km) into Syrian territory, but repeatedly warned it could take unilateral military action after accusing Washington of dragging its feet. President Tayyip Erdogan has recently talked about pushing even deeper into Syria, beyond the proposed “safe zone” region to the cities of Raqqa and Deir al-Zor, in order to allow still more refugees to return to Syria. HOW WILL THE KURDS BE AFFECTED? The Kurdish-led Syrian Democratic Forces (SDF) have spent years expanding its control across northern and eastern Syria, helped by the U.S.-led coalition against Islamic State. A rare case of a winner in the Syrian war, the Kurds and their allies have set up their own governing bodies while always insisting their aim is autonomy, not independence. All of this could unravel in the event of a major Turkish invasion that would plunge the area into warfare. The SDF-affiliated Syrian Democratic Council said an attack would trigger a new wave of mass displacement. For the SDF alliance, in which the Syrian Kurdish YPG militia is the dominant force, much will depend on whether the United States continues to keep forces in other parts of the northeast and east. A full U.S. withdrawal would expose the area to the risk of more Turkish advances, an Islamic State revival, or attempts by Iranian- and Russian-backed government forces to gain ground. Confronted by the prospect of U.S. withdrawal last year, the Kurds beat a path to Damascus for talks over allowing the Syrian government and its ally Russia to deploy at the border. The talks made no progress, but such negotiations could be an option again in the event of a wider U.S. withdrawal. HOW FAR COULD TURKEY GO? The northeastern border region, currently controlled by Kurdish-led forces, stretches 480 km (300 miles) from the Euphrates river in the west to the Iraq border to the east. The immediate focus of Turkey’s military plans appears to be around a section of the border between the towns of Ras al-Ain and Tel Abyad, which are about 100 km apart. A U.S. official told Reuters on Monday U.S. forces had withdrawn from observation posts there. Although under the control of Kurdish-led forces, that part of the border has historically had a strong Arab presence.  “It’s a region where the population is Arab and where Turkey has good ties with the leading groups,” said Ozgur Unluhisarcikli of the German Marshall Fund. If the YPG tries to hold territory there “it will lose a lot of blood,” he said. Turkey has not spelt out the scope or the initial focus of its planned operation. “The location, time and scope for implementing the measures against security risks will once again be decided by Turkey,” a Turkish official told Reuters. DO RUSSIA AND IRAN BACK TURKEY’S MOVE? Russia and Iran, the other two major foreign powers in Syria, strongly support President Bashar al-Assad - unlike Turkey and the United States which both called for him to stand down and supported rebels fighting to overthrow him.  Russia has said that Turkey has the right to defend itself, but Kremlin spokesman Dmitry Peskov said on Monday that Syria’s territorial integrity must be preserved and that all foreign military forces “with illegal presence” should leave Syria. If the U.S. pulls out all its troops from northeast Syria, the Damascus government - backed by Russia - may try to retake control of much of the region not seized by Turkey.  WHAT IS THE WESTERN REACTION TO TURKEY’S PLAN? There has been no public support from Turkey’s Western allies for its plan to settle 2 million Syrians - more than half of the refugees it currently hosts - in northeast Syria.  The main Western concerns are that an influx of Sunni Arab Syrians into the largely Kurdish northeast would change the demographics of the region. The United Nations regional coordinator for the Syria crisis said all sides should avoid major displacement of civilians if Turkey launches an assault.  WHAT DOES THIS MEAN FOR ASSAD? While the territory in question is already outside Syrian government control, a Turkish incursion would mean the area switching from a non-hostile force - the SDF - to Turkey and rebels that have sought to topple Assad. Damascus has long viewed Turkey as an occupying power with designs on northern Syria. It has also at times suggested a willingness to strike a deal with the Kurds, though their last negotiations got nowhere. FILE PHOTO: Turkish and U.S. troops return from a joint U.S.-Turkey patrol in northern Syria, as it is pictured from near the Turkish town of Akcakale, Turkey, September 8, 2019. REUTERS/Murad Sezer/File PhotoWHAT COULD THIS MEAN FOR ISLAMIC STATE? Chaos could present Islamic State with an opportunity to stage a revival and the SDF has been conducting operations against IS sleeper cells since capturing its final territorial foothold earlier this year. Syrian Kurdish leaders have long warned that the SDF may not be able to continue holding IS prisoners if the situation was destabilized by a Turkish invasion. The SDF is still holding 5,000 IS fighters of Syrian and Iraqi nationality and a further 1,000 foreigners from more than 55 other states, according to the foreign relations department of the Kurdish-led administration in northern Syria. ",Weltnachrichten,2019-10-07 00:00:00,Reuters
151,Turkey 'as of now' has not begun offensive in Syria: Senior U.S. official,"Turkey does not appear “as of now” to have begun its expected incursion into northern Syria, a senior Trump administration official said on Monday. The official, briefing reporters on a conference call, said 50 American troops in the region that Turkey has targeted would be redeployed elsewhere in Syria.  The official said President Donald Trump’s decision to redeploy the troops does not constitute a U.S. withdrawal from Syria. ",Weltnachrichten,2019-10-07 00:00:00,Reuters
152,U.S. prosecutor says Honduran president shielded brother's drug trafficking,"Honduran politician Juan Antonio “Tony” Hernandez is accused of smuggling tons of cocaine into the United States for years under the protection of his brother, the Central American country’s current president, a U.S. prosecutor told jurors at the opening of his trial on Wednesday. FILE PHOTO: Honduras' President Juan Orlando Hernandez addresses the 74th session of the United Nations General Assembly at U.N. headquarters in New York City, New York, U.S., September 25, 2019. REUTERS/Carlo Allegri/File PhotoIn his opening statement in federal court in Manhattan, Assistant U.S. Attorney Jason Richman said Hernandez even personally took a bribe for his brother from Mexican drug lord Joaquin “El Chapo” Guzman.  President Juan Orlando Hernandez on Twitter said it was “100% false, absurd and ridiculous” that he received money from drug traffickers.    Richman urged the jurors to find Tony Hernandez, who was arrested in Miami last year, guilty of drug conspiracy and possessing illegal weapons. Hernandez has pleaded not guilty. Richman described Tony Hernandez as a key player in a “sophisticated state-sponsored organization” that operated with the help of “bought and paid for” Honduran government, military and police officials. “Most importantly, the defendant was protected by, and had access to, his brother, the current sitting president of Honduras,” Richman said. Believing he was immune from prosecution, Tony Hernandez became so “arrogant” that he had his initials stamped on packages of cocaine and boasted of his arsenal of illegal weapons, Richman said. Hernandez’s lawyer, Omar Malone, told the jurors the case was based on lies by drug traffickers seeking revenge on Hernandez and his brother, the president. “When he speaks of that million that he received for the campaign, the prosecutor presented no proof, no documents, no evidence,” said Amilcar Hernandez, another brother of Tony Hernandez, who attended the trial.  “What we are seeing is that the prosecution, in its desperate mood and with no conclusive evidence, is trying to drag a political character onto the humble innocent who is Juan Antonio Hernandez.” The president, who has not been charged with a crime, has in the past denied involvement in drug trafficking.  In a speech before the United Nations General Assembly last week, he said that for his “struggle against organized crime” he was the target of “a dirty smear campaign, led by narcotraffickers, gang members, corrupt or purged police, and confessed killers, businessmen who collude with those criminals and even politicians.” On Wednesday, his office said the government had broken up the six most powerful drug cartels in Honduras and extradited 24 people to the United States. A preliminary motion filed in the case August listed Juan Orlando Hernandez as a co-conspirator of his brother, both as congressman and presidential candidate before 2014, and as president. Richman told jurors they would hear from several of Hernandez’s onetime co-conspirators. One of those, according to court papers, is Devis Leonel Rivera Maradiaga, former leader of the Cachiros drug gang, who has been cooperating with U.S. authorities since 2013. But Malone urged the jurors to be skeptical of the prosecution’s witnesses, who are currently in prison, saying they would “say what they think the government wants to hear” in an effort to get their sentences reduced. He said both Hernandez and his brother were being targeted by drug traffickers because they were tough on crime. The trial is unfolding as the Hernandez administration faces intense pressure from U.S. President Donald Trump to curb migration to the United States from the crime-wracked and impoverished country.  Last week, Trump stood side-by-side with President Hernandez in New York, their thumbs up, as the countries struck a deal to take in more asylum seekers. The U.S. government has supported Hernandez, a conservative, as a staunch ally in the fight against drug trafficking. In Honduras he has faced mounting popular opposition and weeks of intermittent street protests since he was sworn in for a second term in January 2018 despite allegations of electoral fraud. Several other prominent Hondurans have already been prosecuted in Manhattan for drug-related crimes. Fabio Lobo, the son of a former president, was sentenced to 24 years in prison in September 2017 after pleading guilty to conspiring to import cocaine into the United States. Yani Rosenthal, a former Honduran legislator who twice ran for president, and his cousin Yankel Rosenthal, a former minister of investment, have also both been sentenced to prison. Prosecutors have said the Rosenthals worked closely with the Cachiros. ",Politik,2019-10-02 00:00:00,Reuters
